transaction_id,items,basket_size
id_1449,"['frankfurter', 'rolls/buns']",2
id_1452,"['whole_milk', 'pastry']",2
id_1453,"['frozen_chicken', 'salty_snack']",2
id_1455,"['coffee', 'soda']",2
id_1456,"['citrus_fruit', 'soft_cheese', 'rolls/buns', 'pastry']",4
id_1457,"['other_vegetables', 'salty_snack', 'dishes', 'house_keeping_products']",4
id_1458,"['beef', 'root_vegetables']",2
id_1465,"['butter_milk', 'rolls/buns', 'long_life_bakery_product']",3
id_1468,"['whole_milk', 'pastry']",2
id_1470,"['uht-milk', 'bottled_water', 'specialty_chocolate']",3
id_1474,"['specialty_chocolate', 'specialty_bar']",2
id_1475,"['frozen_meals', 'soda']",2
id_1476,"['pet_care', 'instant_coffee', 'soda', 'specialty_chocolate']",4
id_1478,"['other_vegetables', 'specialty_bar']",2
id_1479,"['herbs', 'bottled_water', 'napkins']",3
id_1483,"['frankfurter', 'citrus_fruit', 'canned_vegetables', 'coffee']",4
id_1484,"['soda', 'specialty_chocolate', 'newspapers']",3
id_1485,"['whole_milk', 'uht-milk', 'domestic_eggs', 'newspapers']",4
id_1487,"['other_vegetables', 'margarine']",2
id_1489,"['pip_fruit', 'berries']",2
id_1491,"['bottled_water', 'soda', 'dishes']",3
id_1492,"['pastry', 'syrup']",2
id_1494,"['other_vegetables', 'pet_care']",2
id_1497,"['whole_milk', 'pastry', 'vinegar']",3
id_1499,"['domestic_eggs', 'misc_beverages']",2
id_1508,"['citrus_fruit', 'specialty_bar']",2
id_1509,"['tropical_fruit', 'whole_milk', 'ice_cream']",3
id_1510,"['coffee', 'napkins']",2
id_1513,"['dessert', 'fruit/vegetable_juice', 'nut_snack', 'specialty_bar']",4
id_1514,"['pip_fruit', 'sweet_spreads']",2
id_1515,"['tropical_fruit', 'other_vegetables', 'whipped/sour_cream', 'white_bread']",4
id_1517,"['spread_cheese', 'soda']",2
id_1518,"['tropical_fruit', 'yogurt', 'whipped/sour_cream']",3
id_1520,"['soda', 'salty_snack', 'specialty_bar', 'candy']",4
id_1521,"['uht-milk', 'pastry', 'waffles']",3
id_1522,"['soda', 'fruit/vegetable_juice']",2
id_1523,"['margarine', 'misc_beverages']",2
id_1524,"['other_vegetables', 'coffee', 'bottled_water', 'salty_snack']",4
id_1525,"['pastry', 'chocolate', 'candles']",3
id_1526,"['processed_cheese', 'ketchup', 'seasonal_products']",3
id_1527,"['rolls/buns', 'pot_plants']",2
id_1528,"['berries', 'soda', 'long_life_bakery_product', 'specialty_chocolate']",4
id_1529,"['whole_milk', 'yogurt']",2
id_1531,"['soda', 'fruit/vegetable_juice', 'waffles']",3
id_1534,"['whole_milk', 'bottled_water']",2
id_1536,"['bottled_water', 'fruit/vegetable_juice']",2
id_1538,"['citrus_fruit', 'pastry']",2
id_1539,"['meat', 'root_vegetables', 'whole_milk']",3
id_1540,"['chicken', 'citrus_fruit', 'rolls/buns', 'bottled_water']",4
id_1541,"['rolls/buns', 'oil']",2
id_1542,"['citrus_fruit', 'other_vegetables', 'butter', 'rolls/buns']",4
id_1543,"['beef', 'other_vegetables', 'canned_fish']",3
id_1544,"['yogurt', 'brown_bread', 'margarine', 'napkins']",4
id_1545,"['meat', 'whole_milk', 'specialty_cheese', 'domestic_eggs']",4
id_1548,"['waffles', 'specialty_chocolate']",2
id_1549,"['tropical_fruit', 'other_vegetables', 'skin_care']",3
id_1550,"['meat', 'rolls/buns', 'soda']",3
id_1553,"['soda', 'specialty_chocolate']",2
id_1554,"['rolls/buns', 'brown_bread']",2
id_1555,"['whole_milk', 'fruit/vegetable_juice']",2
id_1556,"['pastry', 'specialty_chocolate']",2
id_1558,"['beverages', 'long_life_bakery_product']",2
id_1564,"['other_vegetables', 'newspapers']",2
id_1565,"['newspapers', 'photo/film']",2
id_1568,"['chicken', 'brown_bread', 'bottled_water', 'newspapers']",4
id_1569,"['fruit/vegetable_juice', 'cake_bar']",2
id_1573,"['condensed_milk', 'soda']",2
id_1574,"['frozen_meals', 'soda']",2
id_1576,"['pip_fruit', 'brown_bread', 'misc_beverages', 'chewing_gum']",4
id_1578,"['whole_milk', 'sugar']",2
id_1579,"['pip_fruit', 'fruit/vegetable_juice']",2
id_1580,"['pip_fruit', 'whole_milk', 'whipped/sour_cream']",3
id_1581,"['cereals', 'detergent']",2
id_1584,"['soda', 'chocolate']",2
id_1585,"['root_vegetables', 'shopping_bags']",2
id_1586,"['yogurt', 'brown_bread']",2
id_1587,"['white_bread', 'chocolate', 'shopping_bags']",3
id_1588,"['pip_fruit', 'other_vegetables', 'frozen_vegetables', 'canned_vegetables']",4
id_1591,"['curd', 'meat_spreads']",2
id_1592,"['tropical_fruit', 'whole_milk']",2
id_1593,"['brown_bread', 'margarine']",2
id_1595,"['chocolate', 'dishes']",2
id_1596,"['soda', 'specialty_chocolate']",2
id_1598,"['butter', 'candy']",2
id_1600,"['citrus_fruit', 'whole_milk', 'waffles']",3
id_1602,"['rolls/buns', 'bottled_water', 'shopping_bags']",3
id_1604,"['other_vegetables', 'white_bread', 'newspapers']",3
id_1607,"['root_vegetables', 'whole_milk']",2
id_1608,"['tidbits', 'rolls/buns', 'coffee', 'salty_snack']",4
id_1609,"['whole_milk', 'frozen_vegetables', 'coffee']",3
id_1610,"['citrus_fruit', 'root_vegetables', 'whole_milk', 'coffee']",4
id_1615,"['frankfurter', 'rolls/buns']",2
id_1616,"['other_vegetables', 'whole_milk', 'frozen_potato_products']",3
id_1617,"['chocolate', 'candy']",2
id_1618,"['finished_products', 'seasonal_products']",2
id_1619,"['whole_milk', 'pastry']",2
id_1621,"['whole_milk', 'zwieback', 'salty_snack']",3
id_1624,"['uht-milk', 'artif_sweetener', 'bottled_water']",3
id_1625,"['tropical_fruit', 'ice_cream', 'frozen_dessert', 'candy']",4
id_1630,"['frozen_meals', 'ice_cream']",2
id_1634,"['frankfurter', 'dessert']",2
id_1635,"['instant_food_products', 'canned_vegetables', 'salty_snack']",3
id_1636,"['frozen_vegetables', 'margarine', 'cleaner']",3
id_1638,"['citrus_fruit', 'whole_milk', 'semi-finished_bread']",3
id_1643,"['citrus_fruit', 'yogurt', 'fruit/vegetable_juice', 'napkins']",4
id_1645,"['rolls/buns', 'prosecco', 'salty_snack']",3
id_1646,"['other_vegetables', 'whole_milk', 'butter_milk', 'specialty_cheese']",4
id_1648,"['oil', 'fruit/vegetable_juice', 'dishes']",3
id_1649,"['frankfurter', 'rolls/buns']",2
id_1650,"['tropical_fruit', 'yogurt', 'coffee', 'newspapers']",4
id_1651,"['soda', 'chocolate_marshmallow']",2
id_1657,"['bottled_water', 'soda', 'salty_snack']",3
id_1660,"['yogurt', 'artif_sweetener']",2
id_1661,"['rolls/buns', 'soda']",2
id_1663,"['frozen_meals', 'rolls/buns', 'brown_bread']",3
id_1664,"['other_vegetables', 'rolls/buns', 'bottled_water', 'skin_care']",4
id_1666,"['rolls/buns', 'brown_bread']",2
id_1668,"['coffee', 'soda']",2
id_1670,"['frankfurter', 'chicken', 'ice_cream', 'rolls/buns']",4
id_1671,"['yogurt', 'uht-milk', 'rolls/buns', 'brown_bread']",4
id_1672,"['frozen_fish', 'rolls/buns', 'pastry']",3
id_1673,"['frankfurter', 'soft_cheese', 'rolls/buns']",3
id_1674,"['frankfurter', 'rolls/buns', 'chewing_gum']",3
id_1676,"['whole_milk', 'whipped/sour_cream', 'pastry', 'bottled_water']",4
id_1677,"['herbs', 'other_vegetables']",2
id_1678,"['frankfurter', 'rolls/buns']",2
id_1679,"['other_vegetables', 'frozen_fish', 'newspapers']",3
id_1680,"['bottled_water', 'misc_beverages']",2
id_1682,"['bottled_water', 'misc_beverages', 'cooking_chocolate']",3
id_1685,"['root_vegetables', 'rolls/buns', 'pastry']",3
id_1688,"['misc_beverages', 'fruit/vegetable_juice']",2
id_1689,"['beverages', 'long_life_bakery_product']",2
id_1690,"['chicken', 'root_vegetables', 'yogurt']",3
id_1694,"['yogurt', 'salty_snack', 'napkins']",3
id_1695,"['whole_milk', 'frozen_fish', 'pastry']",3
id_1700,"['pip_fruit', 'whole_milk', 'soda']",3
id_1701,"['fish', 'citrus_fruit']",2
id_1704,"['whole_milk', 'butter', 'yogurt', 'rolls/buns']",4
id_1707,"['ice_cream', 'newspapers']",2
id_1708,"['pet_care', 'bottled_water']",2
id_1709,"['rolls/buns', 'white_bread']",2
id_1712,"['yogurt', 'beverages']",2
id_1713,"['liver_loaf', 'whole_milk', 'mustard', 'shopping_bags']",4
id_1714,"['tropical_fruit', 'rolls/buns', 'mustard']",3
id_1715,"['margarine', 'fruit/vegetable_juice']",2
id_1716,"['whole_milk', 'rolls/buns', 'coffee', 'fruit/vegetable_juice']",4
id_1718,"['butter', 'mayonnaise', 'instant_coffee']",3
id_1721,"['grapes', 'salty_snack', 'specialty_bar', 'candy']",4
id_1722,"['other_vegetables', 'sweet_spreads']",2
id_1725,"['semi-finished_bread', 'bottled_water']",2
id_1726,"['coffee', 'flower_(seeds)']",2
id_1727,"['rolls/buns', 'pastry', 'napkins', 'newspapers']",4
id_1729,"['other_vegetables', 'white_bread', 'pastry', 'shopping_bags']",4
id_1730,"['chicken', 'butter', 'white_bread']",3
id_1733,"['root_vegetables', 'whole_milk']",2
id_1736,"['citrus_fruit', 'other_vegetables', 'frozen_vegetables', 'sugar']",4
id_1737,"['uht-milk', 'brown_bread']",2
id_1740,"['frankfurter', 'white_bread', 'margarine']",3
id_1741,"['frozen_meals', 'cleaner']",2
id_1742,"['beef', 'other_vegetables']",2
id_1743,"['dessert', 'nut_snack', 'specialty_chocolate']",3
id_1744,"['root_vegetables', 'other_vegetables']",2
id_1747,"['whole_milk', 'soft_cheese', 'rolls/buns', 'brown_bread']",4
id_1749,"['tropical_fruit', 'pip_fruit']",2
id_1750,"['other_vegetables', 'yogurt', 'chocolate']",3
id_1751,"['meat', 'rolls/buns', 'pastry']",3
id_1752,"['root_vegetables', 'other_vegetables', 'canned_vegetables', 'shopping_bags']",4
id_1753,"['rolls/buns', 'coffee']",2
id_1754,"['rolls/buns', 'coffee', 'bottled_water']",3
id_1755,"['uht-milk', 'baking_powder']",2
id_1756,"['whole_milk', 'butter_milk', 'specialty_bar']",3
id_1757,"['citrus_fruit', 'root_vegetables', 'onions', 'other_vegetables']",4
id_1759,"['popcorn', 'specialty_bar', 'candy']",3
id_1762,"['whole_milk', 'dessert', 'oil']",3
id_1764,"['butter', 'yogurt', 'rolls/buns', 'soda']",4
id_1765,"['rolls/buns', 'long_life_bakery_product', 'candy', 'shopping_bags']",4
id_1766,"['rolls/buns', 'soda', 'fruit/vegetable_juice']",3
id_1767,"['citrus_fruit', 'dessert', 'newspapers']",3
id_1770,"['frozen_meals', 'soda']",2
id_1773,"['root_vegetables', 'other_vegetables', 'whole_milk']",3
id_1775,"['whole_milk', 'curd', 'yogurt', 'margarine']",4
id_1776,"['whole_milk', 'domestic_eggs', 'newspapers']",3
id_1777,"['baking_powder', 'coffee', 'photo/film']",3
id_1778,"['yogurt', 'fruit/vegetable_juice', 'dishes']",3
id_1779,"['root_vegetables', 'onions', 'whole_milk', 'bottled_water']",4
id_1780,"['other_vegetables', 'yogurt']",2
id_1781,"['other_vegetables', 'whipped/sour_cream']",2
id_1782,"['frozen_vegetables', 'margarine', 'pickled_vegetables']",3
id_1785,"['coffee', 'pot_plants']",2
id_1786,"['pip_fruit', 'root_vegetables', 'other_vegetables', 'whole_milk']",4
id_1788,"['yogurt', 'rolls/buns']",2
id_1789,"['beverages', 'soda']",2
id_1790,"['pastry', 'soda']",2
id_1791,"['pip_fruit', 'other_vegetables', 'whole_milk']",3
id_1792,"['whole_milk', 'whipped/sour_cream', 'rolls/buns', 'pot_plants']",4
id_1794,"['other_vegetables', 'whole_milk', 'yogurt', 'bottled_water']",4
id_1795,"['oil', 'bottled_water', 'long_life_bakery_product']",3
id_1797,"['frankfurter', 'meat']",2
id_1799,"['whole_milk', 'rolls/buns', 'semi-finished_bread']",3
id_1800,"['whole_milk', 'rolls/buns', 'coffee']",3
id_1801,"['pip_fruit', 'pasta', 'oil', 'shopping_bags']",4
id_1802,"['coffee', 'soda']",2
id_1803,"['nuts/prunes', 'rolls/buns']",2
id_1805,"['whole_milk', 'bottled_water']",2
id_1806,"['abrasive_cleaner', 'napkins']",2
id_1808,"['other_vegetables', 'spices', 'coffee']",3
id_1811,"['whole_milk', 'rolls/buns', 'spices', 'bottled_water']",4
id_1812,"['citrus_fruit', 'candy']",2
id_1815,"['butter', 'soups']",2
id_1816,"['root_vegetables', 'butter', 'margarine']",3
id_1822,"['frankfurter', 'rolls/buns']",2
id_1824,"['whole_milk', 'flour', 'margarine', 'sugar']",4
id_1825,"['other_vegetables', 'chewing_gum']",2
id_1826,"['whole_milk', 'curd_cheese']",2
id_1830,"['rolls/buns', 'baking_powder', 'soda']",3
id_1831,"['specialty_chocolate', 'light_bulbs']",2
id_1832,"['frankfurter', 'soda']",2
id_1833,"['whole_milk', 'waffles', 'napkins']",3
id_1834,"['pip_fruit', 'chewing_gum']",2
id_1835,"['tropical_fruit', 'shopping_bags']",2
id_1836,"['other_vegetables', 'rolls/buns', 'brown_bread']",3
id_1838,"['rolls/buns', 'chewing_gum']",2
id_1839,"['margarine', 'soda']",2
id_1841,"['whole_milk', 'butter', 'newspapers']",3
id_1843,"['white_bread', 'long_life_bakery_product', 'shopping_bags']",3
id_1844,"['sliced_cheese', 'hard_cheese']",2
id_1845,"['yogurt', 'popcorn', 'cleaner', 'newspapers']",4
id_1848,"['butter_milk', 'pastry']",2
id_1850,"['citrus_fruit', 'domestic_eggs']",2
id_1854,"['yogurt', 'coffee']",2
id_1857,"['coffee', 'soda', 'waffles']",3
id_1858,"['whole_milk', 'white_bread', 'long_life_bakery_product']",3
id_1859,"['whole_milk', 'semi-finished_bread']",2
id_1861,"['specialty_cheese', 'frozen_meals', 'soda', 'shopping_bags']",4
id_1862,"['whole_milk', 'long_life_bakery_product', 'chocolate']",3
id_1863,"['pastry', 'pot_plants']",2
id_1864,"['frozen_dessert', 'bottled_water']",2
id_1865,"['whole_milk', 'curd', 'rolls/buns']",3
id_1866,"['finished_products', 'bottled_water', 'specialty_bar', 'newspapers']",4
id_1869,"['whole_milk', 'fruit/vegetable_juice', 'newspapers']",3
id_1870,"['whole_milk', 'cream_cheese', 'salty_snack']",3
id_1871,"['tropical_fruit', 'other_vegetables']",2
id_1873,"['beef', 'root_vegetables', 'jam', 'toilet_cleaner']",4
id_1874,"['uht-milk', 'newspapers']",2
id_1876,"['domestic_eggs', 'rolls/buns']",2
id_1877,"['beef', 'citrus_fruit', 'butter', 'fruit/vegetable_juice']",4
id_1883,"['bottled_water', 'misc_beverages']",2
id_1884,"['soda', 'candy']",2
id_1885,"['chicken', 'pip_fruit', 'frozen_vegetables']",3
id_1886,"['beverages', 'cream_cheese', 'rolls/buns', 'candy']",4
id_1889,"['root_vegetables', 'other_vegetables', 'whole_milk', 'margarine']",4
id_1891,"['seasonal_products', 'shopping_bags']",2
id_1892,"['pet_care', 'waffles']",2
id_1896,"['tropical_fruit', 'rolls/buns']",2
id_1898,"['beef', 'salty_snack']",2
id_1900,"['curd', 'yogurt', 'whipped/sour_cream', 'ice_cream']",4
id_1902,"['curd_cheese', 'rolls/buns', 'cake_bar']",3
id_1905,"['onions', 'whole_milk']",2
id_1907,"['soda', 'specialty_bar']",2
id_1909,"['tropical_fruit', 'chewing_gum', 'specialty_chocolate', 'chocolate_marshmallow']",4
id_1910,"['beverages', 'frozen_meals', 'specialty_bar', 'candy']",4
id_1911,"['other_vegetables', 'canned_fish', 'soda', 'shopping_bags']",4
id_1912,"['yogurt', 'bottled_water']",2
id_1915,"['other_vegetables', 'whole_milk', 'fruit/vegetable_juice', 'chocolate']",4
id_1918,"['rolls/buns', 'candy']",2
id_1921,"['whole_milk', 'pastry', 'newspapers']",3
id_1922,"['whole_milk', 'whipped/sour_cream', 'rolls/buns', 'shopping_bags']",4
id_1923,"['whole_milk', 'dessert', 'brown_bread', 'specialty_bar']",4
id_1924,"['finished_products', 'frozen_meals', 'chocolate', 'shopping_bags']",4
id_1925,"['whole_milk', 'rolls/buns']",2
id_1927,"['bottled_water', 'soda']",2
id_1929,"['frozen_meals', 'specialty_bar']",2
id_1930,"['whole_milk', 'whipped/sour_cream']",2
id_1932,"['berries', 'whipped/sour_cream', 'cake_bar']",3
id_1934,"['berries', 'fruit/vegetable_juice', 'waffles', 'specialty_bar']",4
id_1936,"['whole_milk', 'yogurt', 'bottled_water']",3
id_1937,"['other_vegetables', 'whole_milk', 'brown_bread']",3
id_1938,"['pastry', 'bottled_water', 'newspapers']",3
id_1940,"['beef', 'onions', 'whole_milk', 'napkins']",4
id_1942,"['other_vegetables', 'butter_milk']",2
id_1943,"['whole_milk', 'cocoa_drinks']",2
id_1944,"['root_vegetables', 'other_vegetables', 'rolls/buns', 'light_bulbs']",4
id_1945,"['newspapers', 'flower_soil/fertilizer']",2
id_1947,"['root_vegetables', 'other_vegetables']",2
id_1949,"['frankfurter', 'soda', 'newspapers']",3
id_1951,"['citrus_fruit', 'whole_milk']",2
id_1952,"['whole_milk', 'curd', 'baking_powder']",3
id_1956,"['other_vegetables', 'curd']",2
id_1958,"['tropical_fruit', 'grapes']",2
id_1959,"['rolls/buns', 'white_bread', 'coffee']",3
id_1960,"['whole_milk', 'butter', 'soft_cheese']",3
id_1961,"['root_vegetables', 'onions', 'other_vegetables']",3
id_1962,"['rolls/buns', 'brown_bread', 'soda']",3
id_1965,"['cat_food', 'newspapers', 'shopping_bags']",3
id_1966,"['soda', 'cling_film/bags', 'house_keeping_products']",3
id_1967,"['other_vegetables', 'salt', 'sweet_spreads']",3
id_1968,"['hygiene_articles', 'house_keeping_products']",2
id_1969,"['uht-milk', 'rolls/buns']",2
id_1970,"['frankfurter', 'rolls/buns', 'dishes', 'shopping_bags']",4
id_1972,"['pickled_vegetables', 'bottled_water', 'fruit/vegetable_juice', 'newspapers']",4
id_1973,"['dessert', 'cat_food', 'newspapers']",3
id_1975,"['citrus_fruit', 'baking_powder', 'sweet_spreads', 'nut_snack']",4
id_1976,"['rolls/buns', 'pastry']",2
id_1977,"['cream_cheese', 'fruit/vegetable_juice']",2
id_1979,"['beef', 'citrus_fruit', 'root_vegetables', 'specialty_chocolate']",4
id_1980,"['whole_milk', 'rolls/buns']",2
id_1981,"['bottled_water', 'soda']",2
id_1985,"['citrus_fruit', 'curd', 'semi-finished_bread', 'mustard']",4
id_1986,"['fruit/vegetable_juice', 'seasonal_products']",2
id_1987,"['whole_milk', 'domestic_eggs', 'oil']",3
id_1988,"['long_life_bakery_product', 'candy']",2
id_1989,"['soda', 'chocolate']",2
id_1990,"['frankfurter', 'whipped/sour_cream', 'coffee']",3
id_1991,"['hard_cheese', 'pastry']",2
id_1993,"['pip_fruit', 'coffee']",2
id_1994,"['tropical_fruit', 'pip_fruit', 'grapes', 'whole_milk']",4
id_1995,"['finished_products', 'cat_food', 'shopping_bags']",3
id_1998,"['tropical_fruit', 'root_vegetables', 'rolls/buns', 'newspapers']",4
id_1999,"['whole_milk', 'curd', 'whipped/sour_cream']",3
id_2000,"['citrus_fruit', 'tropical_fruit']",2
id_2005,"['herbs', 'whole_milk', 'pastry']",3
id_2006,"['frankfurter', 'chocolate']",2
id_2008,"['white_bread', 'brown_bread']",2
id_2010,"['yogurt', 'canned_vegetables', 'pot_plants']",3
id_2012,"['whole_milk', 'sugar', 'cling_film/bags']",3
id_2013,"['salt', 'candy']",2
id_2014,"['other_vegetables', 'yogurt', 'whipped/sour_cream', 'newspapers']",4
id_2017,"['whole_milk', 'hard_cheese', 'sugar']",3
id_2019,"['soda', 'detergent']",2
id_2020,"['yogurt', 'margarine', 'newspapers']",3
id_2021,"['butter', 'curd']",2
id_2023,"['salty_snack', 'dental_care']",2
id_2024,"['whole_milk', 'instant_coffee', 'soda']",3
id_2025,"['mayonnaise', 'candy', 'newspapers']",3
id_2026,"['whipped/sour_cream', 'domestic_eggs', 'candles']",3
id_2028,"['beverages', 'misc_beverages']",2
id_2029,"['yogurt', 'bottled_water']",2
id_2031,"['salty_snack', 'candy']",2
id_2033,"['citrus_fruit', 'other_vegetables']",2
id_2034,"['tropical_fruit', 'fruit/vegetable_juice', 'candy']",3
id_2036,"['whole_milk', 'whipped/sour_cream', 'pudding_powder']",3
id_2038,"['tropical_fruit', 'ice_cream', 'frozen_dessert']",3
id_2039,"['tropical_fruit', 'packaged_fruit/vegetables']",2
id_2041,"['other_vegetables', 'uht-milk', 'cream']",3
id_2043,"['yogurt', 'cream_cheese', 'rolls/buns', 'chocolate']",4
id_2045,"['tropical_fruit', 'butter_milk', 'baking_powder']",3
id_2046,"['yogurt', 'pastry']",2
id_2047,"['tropical_fruit', 'yogurt', 'cream_cheese']",3
id_2048,"['uht-milk', 'brown_bread', 'newspapers']",3
id_2050,"['pastry', 'soda']",2
id_2053,"['whipped/sour_cream', 'rolls/buns']",2
id_2054,"['soda', 'long_life_bakery_product']",2
id_2055,"['whole_milk', 'beverages', 'bottled_water', 'newspapers']",4
id_2056,"['yogurt', 'soda', 'waffles']",3
id_2057,"['yogurt', 'processed_cheese', 'frozen_vegetables', 'rolls/buns']",4
id_2059,"['condensed_milk', 'rolls/buns', 'sugar', 'coffee']",4
id_2062,"['whole_milk', 'photo/film']",2
id_2063,"['rolls/buns', 'soda']",2
id_2064,"['pip_fruit', 'rolls/buns']",2
id_2065,"['tropical_fruit', 'brown_bread']",2
id_2066,"['citrus_fruit', 'dessert', 'photo/film']",3
id_2067,"['citrus_fruit', 'pip_fruit', 'whole_milk', 'margarine']",4
id_2068,"['seasonal_products', 'photo/film']",2
id_2071,"['rolls/buns', 'bottled_water', 'soda']",3
id_2072,"['whole_milk', 'yogurt']",2
id_2073,"['pip_fruit', 'beverages', 'pastry', 'hygiene_articles']",4
id_2074,"['yogurt', 'bottled_water']",2
id_2075,"['yogurt', 'cream_cheese', 'rolls/buns']",3
id_2076,"['citrus_fruit', 'yogurt', 'hygiene_articles']",3
id_2077,"['uht-milk', 'condensed_milk', 'coffee', 'cling_film/bags']",4
id_2078,"['pip_fruit', 'cream_cheese', 'cookware']",3
id_2081,"['root_vegetables', 'whipped/sour_cream', 'oil', 'pet_care']",4
id_2083,"['other_vegetables', 'cake_bar']",2
id_2084,"['whole_milk', 'shopping_bags']",2
id_2085,"['bottled_water', 'soda']",2
id_2086,"['frozen_meals', 'canned_fruit']",2
id_2089,"['pip_fruit', 'yogurt']",2
id_2090,"['rolls/buns', 'shopping_bags']",2
id_2092,"['whipped/sour_cream', 'pastry', 'bottled_water']",3
id_2093,"['long_life_bakery_product', 'house_keeping_products']",2
id_2094,"['tropical_fruit', 'brown_bread', 'pastry']",3
id_2095,"['whole_milk', 'coffee']",2
id_2098,"['beverages', 'sauces', 'sweet_spreads', 'pot_plants']",4
id_2099,"['cream_cheese', 'rolls/buns']",2
id_2100,"['frozen_vegetables', 'frozen_meals']",2
id_2101,"['root_vegetables', 'other_vegetables', 'yogurt', 'flower_(seeds)']",4
id_2105,"['citrus_fruit', 'curd', 'uht-milk']",3
id_2106,"['rolls/buns', 'instant_food_products']",2
id_2107,"['frozen_vegetables', 'bottled_water']",2
id_2108,"['whole_milk', 'fruit/vegetable_juice']",2
id_2109,"['other_vegetables', 'soft_cheese']",2
id_2111,"['whole_milk', 'rolls/buns', 'chewing_gum']",3
id_2112,"['beverages', 'chocolate']",2
id_2114,"['finished_products', 'candy']",2
id_2115,"['specialty_chocolate', 'photo/film']",2
id_2116,"['skin_care', 'napkins']",2
id_2117,"['condensed_milk', 'rolls/buns']",2
id_2118,"['hard_cheese', 'instant_food_products']",2
id_2120,"['whole_milk', 'butter', 'cat_food']",3
id_2121,"['frankfurter', 'rolls/buns']",2
id_2122,"['yogurt', 'fruit/vegetable_juice']",2
id_2123,"['soda', 'long_life_bakery_product']",2
id_2124,"['pip_fruit', 'butter_milk', 'soda']",3
id_2125,"['pip_fruit', 'soda', 'chewing_gum']",3
id_2126,"['dessert', 'waffles']",2
id_2127,"['whole_milk', 'rolls/buns', 'pastry', 'newspapers']",4
id_2128,"['frankfurter', 'whole_milk', 'rolls/buns', 'salt']",4
id_2130,"['whole_milk', 'pastry']",2
id_2131,"['rolls/buns', 'dishes']",2
id_2133,"['soups', 'canned_vegetables', 'chocolate']",3
id_2134,"['rolls/buns', 'pastry', 'sugar']",3
id_2135,"['curd', 'soda', 'cake_bar']",3
id_2136,"['rolls/buns', 'coffee']",2
id_2137,"['frankfurter', 'whole_milk', 'butter', 'dessert']",4
id_2140,"['meat', 'frozen_meals', 'fruit/vegetable_juice']",3
id_2141,"['turkey', 'tropical_fruit', 'yogurt', 'rolls/buns']",4
id_2143,"['citrus_fruit', 'specialty_fat']",2
id_2146,"['whipped/sour_cream', 'frozen_vegetables', 'frozen_meals']",3
id_2147,"['rolls/buns', 'brown_bread']",2
id_2148,"['spread_cheese', 'white_bread', 'newspapers']",3
id_2149,"['root_vegetables', 'soft_cheese']",2
id_2150,"['frankfurter', 'butter', 'brown_bread']",3
id_2152,"['curd', 'yogurt']",2
id_2153,"['pip_fruit', 'soda']",2
id_2154,"['instant_coffee', 'photo/film']",2
id_2156,"['curd', 'uht-milk', 'bottled_water']",3
id_2157,"['rolls/buns', 'soda', 'chewing_gum']",3
id_2158,"['tropical_fruit', 'pip_fruit', 'whole_milk', 'pastry']",4
id_2160,"['tropical_fruit', 'brown_bread', 'specialty_bar']",3
id_2161,"['dessert', 'brown_bread']",2
id_2163,"['citrus_fruit', 'misc_beverages']",2
id_2166,"['whole_milk', 'rolls/buns', 'syrup']",3
id_2170,"['whole_milk', 'processed_cheese', 'spread_cheese', 'rolls/buns']",4
id_2171,"['frozen_meals', 'white_bread', 'fruit/vegetable_juice']",3
id_2172,"['dessert', 'yogurt', 'cat_food', 'napkins']",4
id_2173,"['rolls/buns', 'sugar', 'coffee', 'soda']",4
id_2174,"['butter', 'napkins']",2
id_2175,"['chicken', 'fruit/vegetable_juice', 'long_life_bakery_product']",3
id_2177,"['rolls/buns', 'soda', 'snack_products']",3
id_2178,"['rolls/buns', 'pastry', 'coffee']",3
id_2179,"['pasta', 'sauces']",2
id_2180,"['waffles', 'chocolate', 'specialty_chocolate']",3
id_2181,"['pasta', 'specialty_chocolate', 'dishes']",3
id_2185,"['yogurt', 'frozen_dessert']",2
id_2186,"['whole_milk', 'coffee', 'cooking_chocolate', 'newspapers']",4
id_2187,"['tropical_fruit', 'yogurt', 'beverages']",3
id_2188,"['yogurt', 'sugar', 'shopping_bags']",3
id_2189,"['meat', 'whole_milk', 'rolls/buns']",3
id_2190,"['soda', 'bathroom_cleaner']",2
id_2191,"['whole_milk', 'frozen_vegetables']",2
id_2193,"['specialty_bar', 'house_keeping_products']",2
id_2194,"['berries', 'yogurt', 'whipped/sour_cream']",3
id_2195,"['dessert', 'soda']",2
id_2197,"['whole_milk', 'dessert', 'coffee', 'bottled_water']",4
id_2198,"['other_vegetables', 'rolls/buns', 'hair_spray']",3
id_2201,"['misc_beverages', 'napkins']",2
id_2203,"['whipped/sour_cream', 'margarine', 'long_life_bakery_product']",3
id_2204,"['tropical_fruit', 'whipped/sour_cream', 'jam']",3
id_2205,"['citrus_fruit', 'pip_fruit']",2
id_2206,"['waffles', 'specialty_bar']",2
id_2209,"['pip_fruit', 'whipped/sour_cream']",2
id_2211,"['margarine', 'candy']",2
id_2212,"['whole_milk', 'rolls/buns', 'salt']",3
id_2214,"['whole_milk', 'soft_cheese', 'sliced_cheese']",3
id_2215,"['rolls/buns', 'meat_spreads']",2
id_2218,"['meat', 'other_vegetables']",2
id_2220,"['pastry', 'long_life_bakery_product']",2
id_2222,"['rolls/buns', 'brown_bread']",2
